iterations,time
2,0.009330511093139648
4,0.017303526401519775
8,0.03472322225570679
16,0.0693889856338501
32,0.13900220394134521
64,0.27969080209732056
128,0.5796146988868713
256,1.171417236328125
512,8.2864870429039
1024,7.353317081928253
2048,10.382618069648743
4096,21.410585284233093
8192,47.321148455142975
32768,185.25610822439194
65536,376.481956243515
